ticket_id,region,state,site,subject,description,space,equipment,type,created_on,channel,issue_type,problem_category,problem_subcategory,ticket_state,priority,closed_time,maintenance_team,maintenance_type,ticket_action_type,block,sla_status,sla_end_date
PUNMGPTE-2303639,West,Arizona,Phoenix Scottsdale,AHU 1 tubelight not working,AHU 1 tubelight not working,AHU Room-2,,Asset,2023-09-25,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-25,HCL PUN_MGP - M&E Team,Corrective,Proactive,WA,Within SLA,2023-09-26
MDUELCTE-2306289,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
MDUELCTE-2306174,West,California,San Francisco Downtown,Need to be clean Tower ground floor lift lobby area.,Need to be clean Tower ground floor lift lobby area.,GF(T3),,Asset,2023-09-25,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-09-26,MDU-Soft Service Team,Corrective,Proactive,Tower3,Within SLA,2023-09-26
CHETA1TE-2304199,South,Florida,Miami Beach,Need to Clean 5th floor all door hinges properly,Need to Clean 5th floor all door hinges properly,F5,,Asset,2023-09-25,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-25,ETA1 Soft Service team,Corrective,Proactive,Block 1,Within SLA,2023-09-26
MDUELCTE-2306300,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHNCAMTE-2313175,South,Florida,Miami Central,Breakdown,Tower 06 Ground floor Floor center core ups room 01 / Package Unit 03/ Circuit 1Ôø?/ bF Alarm .,,Package Unit,Equipment,2023-09-30,Web,Request,Air Condition*,System Down*,Closed,High,2023-10-02,T6 - M&E Team,Corrective,Proactive,LW,SLA Elapsed,2023-10-01
VIJSEZTE-2305489,South,Tennessee,Nashville Green Hills,Cleaning,Cleaning,PANTRY(Floor4),,Asset,2023-09-29,Mobile_App,Request,Cleaning *,Sanitary Bins*,Closed,Critical,2023-09-29,VIJ_SEZ-Soft Service Team,Corrective,Proactive,MEDHA TOWER,SLA Elapsed,2023-09-29
BLRJIGTE-2308557,South,Texas,Austin South,Cleaning,"Please provide the housekeeping team support to clean the Tower-3 all floor IT Room, Critical IT room, Critical IT room A & B and Meet Me room.",T-3,,Asset,2023-09-25,Email,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-10-10,Jigini-Soft Service Team,Corrective,Proactive,T-3,Within SLA,2023-10-10
BLRGRTTE-2303474,South,Texas,Austin North,WS47 pedestal handle broken,WS47 pedestal handle broken,ODC3,,Asset,2023-09-30,Mobile_App,Request,CARPENTRY*,Need Pedastal Storage Key*,Closed,Normal,2023-09-30,BLR_GRTP - Soft Service Team,Corrective,Proactive,VB,Within SLA,2023-10-01
CHETA1TE-2304305,South,Florida,Miami Beach,AC,Room too warm please enable,SF CC,,Asset,2023-09-28,One_Campus,Request,Air Condition*,Too Warm*,Closed,High,2023-09-28,ETA1 HVAC Team,Corrective,Reactive,SF CC,Within SLA,2023-09-29
CHETA3TE-2308369,South,Florida,Miami Downtown,LGF odc -07 w/s no-34,LGF odc -07 w/s no-34,NW,,Asset,2023-09-30,Mobile_App,Request,Lock and key *,Door Locks*,Closed,High,2023-09-30,ETA3 Soft Service Team,Corrective,Proactive,NW,Within SLA,2023-10-01
CHNAHTTE2302179,West,New York,New York Midtown,8th floor cafeteria weekly cleaning activity,8th floor cafeteria weekly cleaning activity,CAFÔø?,,Asset,2023-09-30,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-30,AHT Soft Service Team,Corrective,Proactive,8F RW,Within SLA,2023-10-01
CHETA3TE-2308437,South,Florida,Miami Downtown,OSS GRR urinals 3&4 wall tiles joined water leakage check and rectify the issue,OSS GRR urinals 3&4 wall tiles joined water leakage check and rectify the issue,BLK3,,Asset,2023-10-03,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-03,ETA3 Plumber Team,Corrective,Proactive,BLK3,Within SLA,2023-10-04
BLRMTPTE-2303533,South,Texas,Dallas Uptown,MTP-01-05-W-191 Ac grill issue,MTP-01-05-W-191 Ac grill issue,ODC5,,Asset,2023-09-30,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-09-30,BLR_MTP HVAC Team,Corrective,Proactive,C4,Within SLA,2023-10-01
MDUELCTE-2306297,West,California,San Francisco Downtown,Lights Not Working / Flickering,Lights Not Working / Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHETA3TE-2309026,South,Florida,Miami Downtown,Ceiling broken,Ceiling broken,GRR,,Asset,2023-10-13,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-10-13,ETA3 M&E Team,Corrective,Proactive,NW,Within SLA,2023-10-14
CHETA3TE-2307971,South,Florida,Miami Downtown,LGF odc -03 GRR wash basin no-05 water not working,LGF odc -03 GRR wash basin no-05 water not working,GRR,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,SW,Within SLA,2023-09-26
CHETA3TE-2308446,South,Florida,Miami Downtown,LGF 3 GRR urinal no 5 sensor not working check and rectify the issue,LGF 3 GRR urinal no 5 sensor not working check and rectify the issue,BLK2,,Asset,2023-10-03,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-03,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-10-04
BLRHUBTE-2303136,South,Texas,Dallas West End,Sports room LED Light not working,Sports room LED Light not working,Ekalavya C7(ConRM),,Asset,2023-10-15,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-15,Hubli-Electrical Team,Corrective,Proactive,Building 1 Block A,Within SLA,2023-10-16
CHNAHTTE2302181,West,New York,New York Midtown,8th floor hand wash area weekly cleaning activity,8th floor hand wash area weekly cleaning activity,HWA,,Asset,2023-09-30,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-30,AHT Soft Service Team,Corrective,Proactive,8F RW,Within SLA,2023-10-01
MDUELCTE-2306305,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHETA3TE-2308447,South,Florida,Miami Downtown,LGF 3 GRR EWC l no 7 flush button not properly check and rectify the issue,LGF 3 GRR EWC l no 7 flush button not properly check and rectify the issue,BLK2,,Asset,2023-10-03,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-03,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-10-04
MDUELCTE-2306290,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHETA3TE-2308438,South,Florida,Miami Downtown,LGF 7 GRR urinal no 12 sink is blockages check and rectify the issue,LGF 7 GRR urinal no 12 sink is blockages check and rectify the issue,BLK2,,Asset,2023-10-03,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-03,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-10-04
CBETIDTE-2303870,South,Florida,Orlando West,Need to clean,Need to clean,Cafeteria,,Asset,2023-09-28,Mobile_App,Request,Cleaning *,Cups/Glass Cleaning*,Closed,Normal,2023-09-28,HCL CBE_Tidel - Soft Service Team,Corrective,Proactive,M202,Within SLA,2023-09-29
MDUELCTE-2306291,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHETA3TE-2307972,South,Florida,Miami Downtown,UGF 20 lRR WC NO 3 continue water leakage,UGF 20 lRR WC NO 3 continue water leakage,BLK2,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-26
CHNCAMTE-2313073,South,Florida,Miami Central,Tower -1 L/W GF Juniper Meeting Room Light Sensor Need To Check.,Tower -1 L/W GF Juniper Meeting Room Light Sensor Need To Check.,1A-PALASH-8 SEATER,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lighting Sensors*,Closed,Critical,2023-09-28,HCL CHN - M&E Team,Corrective,Proactive,LW,Within SLA,2023-09-28
CHNCAMTE-2313074,South,Florida,Miami Central,Tower -1 301B W76 Light Fitting Need To Check.,Tower -1 301B W76 Light Fitting Need To Check.,301-B,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-28,HCL CHN - M&E Team,Corrective,Proactive,LW,Within SLA,2023-09-29
CHNAHTTE2302182,West,New York,New York Midtown,8th floor gents rest room weekly cleaning activity,8th floor gents rest room weekly cleaning activity,GRR-1,,Asset,2023-09-30,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-30,AHT Soft Service Team,Corrective,Proactive,8F RW,Within SLA,2023-10-01
BLRITPTE-2303959,South,Texas,Austin East,Need to be checked working normal,Need to be checked working normal,Cafeteria,,Asset,2023-09-30,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-30,ITPL-Electrical Team,Corrective,Proactive,Cafeteria,Within SLA,2023-10-01
BLRITPTE-2303963,South,Texas,Austin East,Need to be fix,Need to be fix,ODC-04,,Asset,2023-09-30,Mobile_App,Request,Electrical*,Power Socket Not Working*,Closed,Normal,2023-09-30,ITPL-Electrical Team,Corrective,Proactive,South Wing(F7),Within SLA,2023-10-01
MDUELCTE-2306295,West,California,San Francisco Downtown,Lights Not Working / Flickering,Lights Not Working / Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
BLRECOTE2303571,South,Texas,Dallas Downtown,Bathrooms handle not cleaned,Bathrooms handle not cleaned,F-4,,Asset,2023-10-10,Mobile_App,Request,Cleaning *,Bathroom*,Closed,High,2023-10-10,ECO-Soft Service Team,Corrective,Proactive,HCL - Sankalp ECO,Within SLA,2023-10-11
CHETA3TE-2308439,South,Florida,Miami Downtown,LGF bay 4 ODC GRR need to pest activities carry out,LGF bay 4 ODC GRR need to pest activities carry out,BLK2,,Asset,2023-10-03,Mobile_App,Request,Pest Control*,Pest/Rodent Noticed*,Closed,Normal,2023-10-03,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-10-04
CHETA3TE-2307973,South,Florida,Miami Downtown,OSS lRR Wash basin no:3 sensor not working,OSS lRR Wash basin no:3 sensor not working,BLK3,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,BLK3,Within SLA,2023-09-26
CHETA3TE-2308245,South,Florida,Miami Downtown,LGF odc-20 GRR main door prablam to be rectified in the issue.,LGF odc-20 GRR main door prablam to be rectified in the issue.,BLK2,,Asset,2023-09-28,Mobile_App,Request,CARPENTRY*,Door General*,Closed,Normal,2023-09-29,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-09-29
MDUELCTE-2306308,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
MDUELCTE-2306292,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
BLRJIGTE-2309121,South,Texas,Austin South,Lock and key *,Kindly provide me keys for the draw at my desk location in Tower-3 / Floor-1 (T3) / Wing-A (T3) / ODC 2 / W 49,ODC 2,,Asset,2023-10-05,Email,Request,Lock and key *,Pedestal*,Closed,Standard,2023-10-05,Jigini-Soft Service Team,Corrective,Proactive,W-A (T3),Within SLA,2023-10-05
CHNAHTTE2302183,West,New York,New York Midtown,8th floor ladies rest room weekly cleaning activity,8th floor ladies rest room weekly cleaning activity,LRR-1,,Asset,2023-09-30,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-30,AHT Soft Service Team,Corrective,Proactive,8F RW,Within SLA,2023-10-01
PUNAMBTE2306088,West,Arizona,Phoenix North,Water dispenser supply switch not working,Water dispenser supply switch not working,Pantry,,Asset,2023-10-06,Mobile_App,Request,Electrical*,Light Switch*,Closed,Critical,2023-10-06,? HCL PUN_AMB FORT Electrical Team,Corrective,Proactive,Amber Fort,Within SLA,2023-10-06
MDUELCTE-2306298,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHNOZOTE-2305187,South,Florida,Miami South,LRR need hand wash clean.,LRR need hand wash clean.,6F,,Asset,2023-10-05,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-05,Ozone Soft Service Team,Corrective,Proactive,OZ,Within SLA,2023-10-06
HCLCESTE-2304363,South,Texas,Austin Downtown,F. F. Intal Lab material shifing to GF. Intal Lab,F. F. Intal Lab material shifing to GF. Intal Lab,Intel Lab,,Asset,2023-10-05,Mobile_App,Request,Movement & Relocations*,Equipments*,Closed,Normal,2023-10-05,Cessna - Soft Service Team,Corrective,Proactive,B9,Within SLA,2023-10-06
CHNCAMTE-2312815,South,Florida,Miami Central,Hand  Wash & Sanitizer Not Available*,"There's no hand wash available in S2-2F-LW-G03 rest room in Tower 2 2nd floor SEZ Sholinganallur Chennai, from Friday.",GRR 3,,Asset,2023-09-25,Email,Complaint,Cleaning *,Hand Sanitizer Not Available*,Closed,Normal,2023-09-25,HCL CHN - Soft Service Team,Corrective,Proactive,LW,Within SLA,2023-09-26
CHETA3TE-2307974,South,Florida,Miami Downtown,OSS break out area wash basin no : 1 sensor not working,OSS break out area wash basin no : 1 sensor not working,BLK3,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,BLK3,Within SLA,2023-09-26
BLRMTPTE-2303468,South,Texas,Dallas Uptown,Mtp-01-05-W-202 Ac grill issue,Mtp-01-05-W-202 Ac grill issue,ODC5,,Asset,2023-09-28,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-09-28,BLR_MTP HVAC Team,Corrective,Proactive,C4,Within SLA,2023-09-29
BLRMTPTE-2303469,South,Texas,Dallas Uptown,MTP-01-05-M-12,MTP-01-05-M-12,ODC5,,Asset,2023-09-28,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-09-28,BLR_MTP HVAC Team,Corrective,Proactive,C4,Within SLA,2023-09-29
MDUELCTE-2306293,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
MDUELCTE-2306321,West,California,San Francisco Downtown,Air Condition*,Too Warm* Requesting To Switch ON the AC at Tower3 / Floor3(T3) / ODC 3A  / W 79,ODC 3A,,Asset,2023-09-28,Phone,Request,Air Condition*,Too Warm*,Closed,High,2023-09-29,MDU-HVAC Team,Corrective,Proactive,Tower3,Within SLA,2023-09-29
PUNMGPTE-2303802,West,Arizona,Phoenix Scottsdale,Cafeteria ceiling tiles replace,Cafeteria ceiling tiles replace,Cafeteria,,Asset,2023-10-01,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-10-01,HCL PUN_MGP - M&E Team,Corrective,Proactive,WB,Within SLA,2023-10-02
CHNCAMTE-2313206,South,Florida,Miami Central,Sub lighting panel 2,Sub lighting panel 2,ER 2,,Asset,2023-10-01,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-01,T6 - M&E Team,Corrective,Proactive,LW,Within SLA,2023-10-01
BLRJIGTE-2308560,South,Texas,Austin South,Cleaning *,"Please arrange the housekeeping team  at 4.00 PM to clean the Tower 4 ( GF to 6F ) all IT Rooms ( Server Rooms ), Mux room and Critical IT Room ( IDF Room and Data Center )",F-6 (T4),,Asset,2023-09-25,Email,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-10-10,Jigini-Soft Service Team,Corrective,Proactive,T-4,Within SLA,2023-10-11
CHETA1TE-2304193,South,Florida,Miami Beach,Need to clean 5th floor cafeteria vending machine side walls and skirtings.,Need to clean 5th floor cafeteria vending machine side walls and skirtings.,F5,,Asset,2023-09-25,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-25,ETA1 Soft Service team,Corrective,Proactive,Block 1,Within SLA,2023-09-26
CHETA3TE-2307975,South,Florida,Miami Downtown,LGF 7 lRR WB NO 5 sensor not working,LGF 7 lRR WB NO 5 sensor not working,BLK2,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-26
MDUELCTE-2306306,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHNCAMTE-2313071,South,Florida,Miami Central,Air Condition*,"Feeling too warm, Kindly switch on the AC at  TOWER 5 / Third Floor / Right Wing / 301B/302B",ODC,,Asset,2023-09-28,Email,Request,Air Condition*,Too Warm*,Closed,High,2023-09-29,HCL CHN - M&E Team,Corrective,Proactive,RW,Within SLA,2023-09-29
MDUELCTE-2306184,West,California,San Francisco Downtown,High cooling issue Temperature Adjusted,High cooling issue Temperature Adjusted,ODC 5D,,Asset,2023-09-25,Mobile_App,Request,Air Condition*,Poor Air Circulation*,Closed,Normal,2023-09-29,MDU-HVAC Team,Corrective,Proactive,Tower2,Within SLA,2023-09-26
BLRHUBTE-2302754,South,Texas,Dallas West End,Need to bee refix switch plate,Need to bee refix switch plate,Reception BlockA,,Asset,2023-09-30,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-09-30,Hubli-Electrical Team,Corrective,Proactive,Building 1 Block A,Within SLA,2023-10-01
BLRITPTE-2303956,South,Texas,Austin East,Need to be fix,Need to be fix,ODC-04,,Asset,2023-09-30,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-09-30,ITPL-Electrical Team,Corrective,Proactive,North Wing(F8),Within SLA,2023-10-01
CHNCAMTE-2313503,South,Florida,Miami Central,Door lock not closed,Door lock not closed,LADIES  REST ROOM-2,,Asset,2023-10-06,Mobile_App,Request,CARPENTRY*,Door Closure Not Working or Broken*,Closed,Normal,2023-10-06,HCL CHN - Soft Service Team,Corrective,Proactive,CW,Within SLA,2023-10-07
CBETIDTE-2303871,South,Florida,Orlando West,Need to clean,Need to clean,Cafeteria,,Asset,2023-09-28,Mobile_App,Request,Cleaning *,Chairs/Tables Not Cleaned*,Closed,Normal,2023-09-28,HCL CBE_Tidel - Soft Service Team,Corrective,Proactive,M202,Within SLA,2023-09-29
CHETA3TE-2307979,South,Florida,Miami Downtown,LGF cafeteria lRR WC NO:1 WC bottom water leakage,LGF cafeteria lRR WC NO:1 WC bottom water leakage,BLK2,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-26
BLRGRTTE-2303301,South,Texas,Austin North,ODC 2 work station no 24 pillar back side tile fall down properly need to be fixe,ODC 2 work station no 24 pillar back side tile fall down properly need to be fixe,ODC2,,Asset,2023-09-25,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-09-25,BLR_GRTP - Soft Service Team,Corrective,Proactive,VB,Within SLA,2023-09-26
CHETA3TE-2307976,South,Florida,Miami Downtown,Lgf hand wash area  wash basin no-02 water not working,Lgf hand wash area  wash basin no-02 water not working,WW,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,WW,Within SLA,2023-09-26
CHETA3TE-2307999,South,Florida,Miami Downtown,LGF ODC 20 GRR urinal 4 water continue coming,LGF ODC 20 GRR urinal 4 water continue coming,ODC-20,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,NW,Within SLA,2023-09-26
HCLCESTE-2304028,South,Texas,Austin Downtown,ODC-1 inside too warm condition need to check the temperature,ODC-1 inside too warm condition need to check the temperature,FF ODC-1,,Asset,2023-09-25,Mobile_App,Request,Air Condition*,Too Warm*,Closed,High,2023-09-25,Cessna -Electrical Team,Corrective,Proactive,B9,Within SLA,2023-09-26
PUNAMBTE2306010,West,Arizona,Phoenix North,GP01-02-01-W-75 Too warm,GP01-02-01-W-75 Too warm,Work Station,,Asset,2023-10-05,Mobile_App,Request,Air Condition*,Too Cool*,Closed,High,2023-10-05,? HCL PUN_AMB FORT HVAC Team,Corrective,Proactive,Amber Fort,Within SLA,2023-10-06
BLRKLTE-2304492,South,Texas,Austin West,Light not working,Light not working,SW ODC-4,,Asset,2023-09-30,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,BLR_KL Electrical Team,Corrective,Proactive,B2,Within SLA,2023-10-01
VIJSEZTE-2305569,South,Tennessee,Nashville Green Hills,ODC1 chairs setting,ODC1 chairs setting,ODC1(F3),,Asset,2023-10-03,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-03,VIJ_SEZ-Soft Service Team,Corrective,Proactive,MEDHA TOWER,Within SLA,2023-10-04
PUNAMBTE2306005,West,Arizona,Phoenix North,3F pantry switch board loose connection problem,3F pantry switch board loose connection problem,Panrty,,Asset,2023-10-05,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-10-05,? HCL PUN_AMB FORT Electrical Team,Corrective,Proactive,Amber Fort,Within SLA,2023-10-06
CHETA3TE-2307977,South,Florida,Miami Downtown,Lgf cafe GRR all Urinal basin water not working,Lgf cafe GRR all Urinal basin water not working,Cafe-GRR,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Urinal Sensor*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,SW,Within SLA,2023-09-26
VIJSEZTE-2305570,South,Tennessee,Nashville Green Hills,Pantry tables cleaning,Pantry tables cleaning,F3,,Asset,2023-10-03,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-03,VIJ_SEZ-Soft Service Team,Corrective,Proactive,MEDHA TOWER,Within SLA,2023-10-04
HCLCESTE-2304362,South,Texas,Austin Downtown,Sensor tap filter water leakage need to be check,Sensor tap filter water leakage need to be check,LHS,,Asset,2023-10-05,Mobile_App,Request,Plumbing*,Water Leakage In Taps*,Closed,Normal,2023-10-05,Cessna - Plumber Team,Corrective,Proactive,LHS,Within SLA,2023-10-06
CHNCAMTE-2313442,South,Florida,Miami Central,APFCR PANEL 2 41st week ppm done .,APFCR PANEL 2 41st week ppm done .,T7,,Asset,2023-10-05,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-05,HCL CHN - M&E Team,Corrective,Proactive,T7,Within SLA,2023-10-05
PUNDQRTE2303441,South,Tennessee,Nashville Downtown,It store room power supply not working,It store room power supply not working,IT Store Room,,Asset,2023-10-05,Mobile_App,Request,Electrical*,Light Switch*,Closed,Critical,2023-10-05,Quadra-Electrical Team,Corrective,Proactive,Qdra,Within SLA,2023-10-05
BLRJIGTE-2309122,South,Texas,Austin South,Electrical*,The Show lights placed for branding is not working inside ODC at  Tower-3 / Floor-1 (T3) / Wing-A (T3) / ODC 2/W82,ODC 2,,Asset,2023-10-05,Email,Complaint,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-06,Jigini-Electrical Team,Corrective,Proactive,W-A (T3),Within SLA,2023-10-06
CHNCAMTE-2312840,South,Florida,Miami Central,PDB1-7 39TH WEEK PPM,PDB1-7 39TH WEEK PPM,3F,,Asset,2023-09-25,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,New Cafe - M&E Team,Corrective,Proactive,New Cafe,Within SLA,2023-09-25
CHNCAMTE-2312820,South,Florida,Miami Central,"T5,2nd floor C/w GRR wash basin tap under water leakage","T5,2nd floor C/w GRR wash basin tap under water leakage",T5,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Water Leakage In Taps*,Closed,Normal,2023-09-25,HCL CHN - M&E Team,Corrective,Proactive,T5,Within SLA,2023-09-26
CHNCAMTE-2312833,South,Florida,Miami Central,NE Voltage for all DB's -39th week ppm work,NE Voltage for all DB's -39th week ppm work,T2,,Asset,2023-09-25,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,HCL CHN - M&E Team,Corrective,Proactive,T2,Within SLA,2023-09-25
CHETA3TE-2307978,South,Florida,Miami Downtown,"LGF odc -20 GRR Urinal basin no -01 ,2,3,4,5,6,7,8 water blockages","LGF odc -20 GRR Urinal basin no -01 ,2,3,4,5,6,7,8 water blockages",NW,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,NW,Within SLA,2023-09-26
CHETA3TE-2308250,South,Florida,Miami Downtown,LGF odc 20 GRR EWC Health faucet gun loosen to be tight no.03,LGF odc 20 GRR EWC Health faucet gun loosen to be tight no.03,LGF B1,,Asset,2023-09-28,Mobile_App,Request,CARPENTRY*,Door General*,Closed,Normal,2023-09-29,ETA3 Soft Service Team,Corrective,Proactive,BLK3,Within SLA,2023-09-29
BLRECOTE2303173,South,Texas,Dallas Downtown,BST room inside signge bord need to be fixed done,BST room inside signge bord need to be fixed done,F-4,,Asset,2023-09-25,Mobile_App,Request,Fire Service*,Extinguisher Signage*,Closed,High,2023-09-25,ECO-Fire&Safety TEam,Corrective,Proactive,HCL - Sankalp ECO,Within SLA,2023-09-26
